temperatura_C,vibracion_mm_s,presion_bar,corriente_A,horas_desde_mantenimiento,rpm,etiqueta
61.882,1.821,5.542,16.200,262.186,1731.596,0
51.374,1.629,5.612,13.950,1344.034,1651.818,0
70.250,2.883,6.150,14.069,971.606,1660.887,0
54.815,2.559,5.787,13.658,1165.007,1837.023,0
50.191,1.607,6.515,15.348,1891.631,1644.766,0
56.564,2.993,6.023,13.795,826.081,1752.337,0
63.001,1.729,6.178,13.743,862.739,1744.856,0
58.631,2.428,5.937,13.331,1991.504,1708.227,0
63.179,2.559,5.759,14.204,336.253,1779.081,0
58.101,2.434,5.787,12.506,1217.020,1799.468,0
65.428,1.761,6.829,15.710,1711.694,1681.520,0
71.046,2.544,5.701,11.101,92.567,1775.555,0
58.091,2.952,7.285,11.669,1109.271,1812.656,0
53.209,2.443,6.377,14.317,613.087,1729.518,0
61.024,2.313,5.445,15.954,1222.594,1566.628,0
68.067,2.622,5.447,13.454,684.248,1759.406,0
71.488,8.327,6.059,15.761,2461.498,1564.996,1
54.082,1.891,6.350,13.794,1959.609,1723.221,0
52.559,2.420,5.702,14.837,1776.322,1618.706,0
62.350,1.018,6.175,16.416,1730.211,1799.950,0
63.337,2.339,5.594,13.813,19.202,1736.811,0
60.616,3.038,6.079,12.484,1248.196,1796.998,0
57.793,2.077,6.647,15.362,1545.083,1813.017,0
72.962,6.592,6.007,13.169,1573.649,1554.505,1
67.851,2.429,5.940,11.738,1870.366,1777.162,0
62.143,1.871,5.716,15.674,1442.515,1703.620,0
56.774,2.304,6.427,14.585,1426.335,1758.878,0
58.649,2.063,5.780,12.601,1734.823,1758.608,0
52.536,1.402,5.818,12.891,1230.351,1775.037,0
65.193,2.420,6.094,12.935,1595.918,1774.862,0
57.802,2.074,6.249,14.085,1672.040,1740.860,0
64.089,3.675,6.340,11.321,826.761,1787.845,0
66.095,2.171,6.182,15.750,1986.550,1827.609,0
70.507,1.184,5.897,12.264,1974.030,1737.952,0
58.928,2.570,6.150,12.227,978.057,1677.312,0
73.377,2.449,6.212,15.009,1554.310,1739.504,0
57.875,1.383,6.301,11.356,1461.835,1609.323,0
62.104,2.468,6.351,13.978,72.658,1683.555,0
66.068,1.769,6.206,14.789,742.469,1792.275,0
70.880,2.765,6.176,15.130,1092.196,1777.716,0
63.644,2.017,7.273,12.887,787.293,1856.165,0
66.116,1.572,6.843,14.004,1768.909,1808.488,0
62.694,2.231,5.132,12.645,1510.858,1812.477,0
62.164,2.366,6.150,13.728,237.074,1719.857,0
47.022,1.736,6.442,12.493,270.378,1770.627,0
63.357,2.572,6.457,12.605,1920.812,1773.268,0
64.056,1.778,6.115,12.667,0.182,1613.683,0
54.050,2.676,5.950,13.154,650.477,1817.840,0
62.361,2.913,6.330,14.147,1332.883,1731.537,0
55.320,1.371,6.971,16.262,1786.118,1640.418,0
63.974,2.131,5.729,12.945,554.004,1755.316,0
65.346,2.269,6.073,14.191,723.848,1681.372,0
60.926,1.854,6.344,15.398,1530.675,1733.386,0
71.148,2.258,5.467,12.476,1575.025,1695.711,0
62.492,2.559,6.199,12.935,1780.686,1684.222,0
71.275,2.003,6.353,15.426,1589.389,1804.307,0
64.774,2.224,5.831,11.976,447.994,1776.985,0
59.474,1.303,5.443,13.492,1640.908,1788.617,0
62.661,1.168,5.143,13.633,1752.611,1686.168,0
62.568,2.406,5.971,12.071,1947.313,1720.601,0
58.206,2.336,5.905,12.524,819.794,1750.137,0
57.617,1.006,6.513,14.615,1806.964,1748.311,0
66.194,2.333,5.240,13.957,252.145,1839.920,0
59.214,2.980,5.466,14.509,1064.177,1770.421,0
51.106,2.002,5.950,16.819,1723.236,1742.927,0
64.456,8.414,5.040,13.874,1881.418,1585.691,1
63.540,1.243,5.865,13.006,883.544,1731.565,0
60.316,1.993,6.642,14.140,254.807,1744.896,0
60.046,2.214,6.385,14.644,727.897,1719.082,0
53.874,2.011,6.636,12.424,1322.191,1634.968,0
72.972,3.071,6.263,13.668,1129.910,1695.448,0
60.978,2.240,6.094,12.941,489.643,1812.427,0
59.304,2.228,6.285,14.827,1751.389,1630.703,0
60.546,1.566,5.731,13.384,1108.841,1711.781,0
64.911,1.583,6.161,15.919,1345.963,1956.907,0
56.070,1.867,5.989,13.565,1762.122,1823.568,0
59.594,2.186,6.051,12.271,683.465,1804.707,0
69.601,3.014,5.899,17.697,1242.622,1808.337,0
70.225,2.739,6.287,11.315,1575.958,1708.442,0
66.751,2.878,5.738,14.374,1137.118,1744.528,0
63.401,2.859,6.266,15.006,602.994,1755.404,0
62.186,2.619,6.405,13.495,223.115,1738.174,0
60.152,2.232,6.256,16.905,1858.760,1711.050,0
57.325,1.643,5.906,12.943,448.693,1676.537,0
66.657,1.787,6.346,14.152,844.091,1660.705,0
58.886,1.933,5.249,15.599,1166.918,1772.843,0
64.091,1.879,4.600,12.131,114.633,1807.837,0
54.200,1.927,6.049,12.748,756.577,1837.784,0
61.990,3.196,5.622,10.897,1023.557,1765.170,0
60.500,2.178,6.319,13.650,207.652,1775.151,0
59.519,1.698,6.455,15.544,417.729,1804.734,0
59.320,1.806,6.889,13.625,780.196,1841.519,0
69.664,1.755,6.063,13.613,103.167,1817.622,0
69.072,2.840,5.928,14.143,1087.278,1734.058,0
67.784,1.894,5.923,13.625,475.591,1624.181,0
58.091,2.350,6.061,15.491,1333.600,1672.222,0
55.150,1.729,5.715,13.278,311.923,1764.572,0
62.139,2.457,5.547,14.131,1796.665,1611.914,0
60.261,2.593,6.370,14.062,1915.039,1819.916,0
66.720,1.948,5.977,14.043,1018.593,1787.115,0
62.512,2.070,6.180,14.213,1948.406,1755.215,0
61.993,2.367,6.802,15.564,1062.999,1664.738,0
68.150,1.928,5.941,14.548,1159.371,1668.860,0
64.662,3.363,5.696,14.566,1510.480,1769.029,0
61.792,2.514,5.813,13.742,373.750,1716.122,0
63.991,1.699,6.172,13.778,1055.093,1667.155,0
53.860,2.256,5.953,13.137,310.827,1684.418,0
56.579,2.379,6.007,12.365,1209.981,1704.026,0
59.945,2.014,6.307,13.612,1781.134,1643.941,0
66.441,2.807,6.688,13.534,66.555,1820.429,0
56.712,2.743,5.982,11.664,619.360,1849.876,0
57.274,1.459,6.583,15.821,1856.888,1777.763,0
62.205,3.217,5.679,12.926,1691.307,1733.291,0
61.813,2.350,5.785,13.969,1617.311,1762.522,0
63.965,2.648,5.012,16.092,513.937,1741.057,0
67.127,2.586,6.073,15.367,1730.645,1775.282,0
73.102,7.412,5.969,15.974,2284.759,1476.405,1
63.031,2.036,6.275,10.831,1000.677,1694.764,0
62.981,2.488,5.183,14.921,754.293,1836.562,0
53.817,3.092,6.260,11.906,1614.332,1780.019,0
56.252,1.882,5.737,13.014,3.987,1765.829,0
62.857,2.730,6.399,13.831,399.154,1731.861,0
63.070,2.763,6.821,13.415,636.628,1637.580,0
58.474,2.178,6.173,15.952,59.407,1855.093,0
63.765,1.983,6.489,14.756,1095.645,1772.349,0
50.495,2.047,5.282,12.744,1094.033,1736.495,0
89.017,3.840,5.112,16.756,1178.044,1720.042,1
59.469,3.213,6.240,12.668,718.595,1741.754,0
72.852,6.686,5.518,14.137,2496.676,1735.753,1
61.726,1.603,5.704,15.707,942.944,1791.660,0
57.172,1.316,6.673,13.167,1335.965,1742.402,0
65.097,1.945,6.780,12.778,1403.807,1785.146,0
54.450,1.578,5.124,12.928,210.818,1775.425,0
52.430,2.424,6.416,10.673,720.351,1695.776,0
66.789,2.381,5.548,13.065,1540.750,1710.854,0
50.945,1.718,6.150,15.489,1724.911,1692.081,0
66.729,1.217,5.774,12.933,134.176,1782.490,0
64.771,2.123,5.536,13.901,165.433,1713.043,0
55.044,1.780,6.022,15.010,197.887,1912.660,0
71.830,2.045,5.638,13.771,401.703,1789.731,0
60.777,2.281,6.052,14.734,815.342,1741.039,0
65.469,2.054,5.554,13.800,1038.193,1727.369,0
59.995,2.159,5.435,16.832,1859.579,1825.098,0
67.359,2.238,6.403,13.703,1789.954,1806.270,0
66.073,1.920,6.514,14.934,925.047,1823.937,0
63.983,1.704,5.640,12.463,1526.664,1699.538,0
60.940,2.469,6.645,15.392,903.855,1724.811,0
63.637,2.076,6.416,14.628,976.871,1740.244,0
55.326,2.438,6.421,14.465,1559.636,1737.381,0
67.882,2.052,5.452,17.373,1699.499,1731.124,0
55.960,2.514,5.781,13.391,1896.198,1797.807,0
55.627,1.730,6.580,15.061,171.233,1806.537,0
68.479,3.557,6.261,13.304,658.292,1747.823,0
53.177,2.167,6.721,14.367,2.917,1953.718,0
65.428,2.473,5.947,14.443,1922.415,1777.386,0
61.286,2.437,6.065,14.110,957.782,1684.915,0
64.746,1.389,5.959,15.897,1438.192,1710.532,0
65.043,1.196,6.725,14.135,1140.760,1662.161,0
63.106,3.438,5.552,10.456,1482.329,1733.890,0
62.113,2.063,5.844,13.820,1115.505,1761.893,0
61.395,2.904,5.960,11.766,1553.220,1829.077,0
57.883,1.124,6.309,13.641,1006.836,1791.012,0
86.383,3.399,5.402,16.123,1169.715,1736.961,1
56.157,2.218,6.018,11.319,1159.703,1741.744,0
60.427,1.192,5.533,15.108,853.969,1810.977,0
68.199,2.737,6.528,14.922,404.005,1791.907,0
61.287,1.214,6.199,15.395,1186.392,1812.266,0
64.310,2.402,5.387,13.970,421.474,1700.866,0
59.507,2.304,4.997,13.457,944.297,1828.322,0
65.687,2.888,5.785,15.835,341.031,1855.243,0
58.936,1.839,4.993,13.003,401.318,1651.567,0
56.670,2.019,5.798,14.861,1832.468,1764.294,0
66.169,2.002,5.414,14.317,242.118,1726.367,0
66.412,1.936,5.855,13.230,385.481,1739.720,0
59.739,3.129,5.868,13.795,1130.359,1762.514,0
74.968,2.081,6.262,16.602,19.026,1597.089,0
60.131,1.911,5.798,13.871,41.660,1747.041,0
62.145,2.471,6.399,12.763,1326.100,1718.662,0
63.059,2.776,5.955,14.385,111.334,1734.359,0
63.768,2.223,5.981,16.897,1207.569,1655.085,0
58.223,2.646,6.433,13.777,1696.618,1715.355,0
68.386,2.719,6.213,14.318,1203.545,1805.090,0
57.781,1.969,5.721,14.734,1275.181,1818.316,0
92.804,2.563,5.831,19.049,1003.654,1826.591,1
55.936,2.178,7.021,14.115,1544.510,1806.211,0
57.453,2.149,6.485,12.539,1890.853,1699.356,0
67.930,2.032,6.067,13.791,1967.045,1782.475,0
59.298,1.775,6.884,13.486,1302.547,1880.989,0
63.425,2.026,5.952,15.890,374.344,1747.475,0
61.828,2.811,6.098,11.515,1336.052,1922.063,0
49.885,2.090,5.127,14.891,1131.891,1711.514,0
61.176,2.163,6.132,15.010,1449.837,1824.060,0
75.358,8.444,6.398,17.277,2109.862,1799.853,1
54.768,0.555,5.744,14.126,401.840,1852.151,0
53.630,1.191,5.493,15.588,1251.363,1668.107,0
63.623,1.617,6.173,13.962,468.713,1688.110,0
63.086,2.242,6.586,13.432,1858.257,1744.948,0
66.380,2.066,5.184,12.463,1662.494,1795.772,0
91.081,4.261,5.327,20.396,1231.693,1641.242,1
61.888,1.870,5.232,14.931,241.016,1782.408,0
65.146,2.054,5.425,14.046,1705.686,1707.110,0
58.109,2.237,5.811,13.771,755.916,1698.512,0
64.777,2.966,6.420,14.557,405.296,1738.967,0
58.462,0.975,6.863,12.934,1689.750,1811.595,0
59.616,1.879,6.048,10.007,873.438,1849.722,0
86.861,4.871,4.980,17.924,1222.117,1600.424,1
53.940,1.682,6.039,16.032,21.972,1713.954,0
58.173,1.277,6.316,14.328,703.155,1733.067,0
66.376,2.258,6.668,13.661,1204.562,1800.676,0
62.218,2.353,5.767,13.750,427.861,1773.616,0
53.738,2.693,5.933,13.240,1407.277,1713.884,0
62.120,2.627,5.038,15.327,564.250,1749.301,0
60.135,1.774,5.933,12.996,451.312,1759.072,0
58.195,1.542,6.177,12.556,624.622,1712.070,0
55.649,1.938,5.609,13.269,953.841,1697.092,0
57.232,1.315,5.719,12.352,1047.128,1817.549,0
59.666,2.330,6.037,16.538,1415.955,1741.852,0
58.094,2.875,6.041,12.882,1596.618,1738.233,0
76.382,4.960,6.102,15.075,2053.069,1846.116,1
66.782,3.293,5.946,14.214,543.124,1738.839,0
57.858,3.286,5.828,16.799,1559.066,1840.570,0
73.494,2.967,6.393,14.905,156.568,1758.992,0
67.754,2.314,5.640,12.966,1213.066,1797.271,0
69.609,2.739,6.425,13.336,128.002,1712.837,0
71.270,4.399,5.871,13.151,2477.472,1823.111,1
73.708,4.570,6.285,16.410,1525.906,1524.857,1
53.848,1.646,6.167,13.616,368.406,1753.891,0
65.284,2.680,5.582,13.444,742.010,1675.788,0
68.897,2.784,6.274,14.309,345.399,1831.723,0
54.314,2.198,6.264,16.152,899.738,1734.951,0
56.372,1.659,7.138,14.389,1178.734,1697.544,0
62.427,3.202,6.064,13.039,159.877,1789.158,0
61.033,1.928,6.029,14.843,1087.075,1776.391,0
58.593,2.648,6.211,14.996,174.935,1734.823,0
72.131,1.744,6.867,14.953,627.319,1793.977,0
59.747,1.256,6.041,12.998,1321.894,1710.686,0
66.235,1.035,6.487,15.984,1638.439,1754.520,0
62.716,2.650,6.739,13.939,307.503,1751.504,0
59.402,1.821,5.822,16.581,110.913,1711.594,0
66.991,2.536,6.546,14.894,1889.573,1817.718,0
54.203,2.569,5.626,15.368,305.698,1786.981,0
71.728,1.898,6.238,14.393,1479.122,1677.757,0
69.911,3.340,6.251,12.882,1708.018,1815.104,0
56.711,2.177,6.143,15.317,411.038,1693.851,0
64.525,2.556,6.677,13.330,153.019,1779.358,0
69.409,2.478,5.468,13.626,986.235,1895.165,0
65.875,2.982,6.495,13.477,875.969,1826.207,0
61.825,2.461,6.597,15.704,84.073,1691.709,0
65.091,2.251,5.885,15.945,1725.625,1842.730,0
54.658,1.874,6.243,11.156,324.586,1808.160,0
53.598,0.881,6.534,12.638,1067.132,1612.100,0
64.451,1.847,6.527,16.163,571.233,1684.836,0
59.877,2.228,5.581,12.434,315.104,1731.081,0
58.354,2.574,6.410,14.486,468.740,1659.075,0
65.983,2.638,6.550,16.118,1140.436,1691.344,0
72.631,2.912,6.003,11.909,573.980,1605.073,0
57.824,1.482,7.321,11.701,1652.302,1819.535,0
54.485,2.357,6.254,13.877,833.296,1787.277,0
58.637,2.141,5.173,15.072,642.242,1747.824,0
58.845,2.060,6.194,15.766,1587.260,1719.761,0
69.892,2.753,6.136,14.222,1495.449,1719.584,0
57.442,1.297,5.870,14.654,978.365,1717.615,0
52.902,1.805,5.482,12.745,1598.215,1679.722,0
63.757,2.366,5.698,16.106,1271.278,1846.642,0
86.848,3.185,5.697,18.510,1165.431,1685.694,1
63.190,1.554,6.476,13.304,59.915,1677.461,0
58.179,2.099,5.932,14.311,234.587,1746.402,0
57.949,1.913,5.908,14.869,1847.600,1725.113,0
63.374,2.233,6.584,11.793,265.842,1743.296,0
64.711,2.571,6.205,14.801,352.324,1763.912,0
63.037,2.688,5.552,14.593,1578.400,1756.555,0
66.680,2.003,6.601,12.744,1750.482,1717.754,0
52.248,2.223,5.380,14.153,538.711,1878.593,0
63.218,2.936,5.898,13.878,1083.945,1785.262,0
61.904,1.263,5.992,11.132,504.040,1799.129,0
61.716,1.898,7.248,15.593,881.836,1819.937,0
60.903,2.036,5.934,13.378,953.809,1758.204,0
56.492,1.687,6.931,12.950,190.541,1838.768,0
62.535,2.120,5.365,15.160,999.552,1750.416,0
62.903,2.379,5.516,12.884,1243.341,1761.631,0
67.919,1.891,6.799,15.746,1015.813,1771.980,0
66.272,2.691,5.123,14.080,1801.749,1714.283,0
68.934,2.924,6.228,13.340,387.904,1770.122,0
55.489,1.749,6.560,10.577,38.093,1793.646,0
61.458,2.653,6.115,10.808,1272.708,1692.690,0
69.306,2.835,6.472,13.253,304.228,1850.114,0
64.818,1.957,5.277,14.959,1223.198,1798.445,0
65.433,2.544,6.131,15.625,1651.539,1771.823,0
47.184,1.856,5.971,13.267,1294.698,1725.875,0
56.267,2.487,5.634,12.048,1946.403,1693.086,0
71.328,1.052,6.011,14.398,349.826,1695.169,0
71.339,2.894,6.032,11.807,1985.372,1754.568,0
52.688,2.004,5.422,13.633,91.270,1896.548,0
54.938,2.544,5.221,11.807,1504.834,1749.114,0
58.832,2.316,6.107,15.289,1672.063,1697.311,0
54.637,0.614,5.347,14.336,1832.409,1805.936,0
71.444,2.672,5.134,13.557,1507.230,1695.908,0
63.407,6.473,5.363,14.148,2022.563,1527.515,1
66.102,1.799,5.537,12.177,1559.793,1707.575,0
56.068,2.636,5.913,12.981,1886.156,1735.619,0
63.805,1.245,5.943,16.992,102.942,1827.036,0
57.802,1.583,6.655,12.350,1347.650,1766.916,0
93.514,3.646,6.202,20.870,1589.568,1570.907,1
59.645,1.989,5.921,15.520,558.153,1658.071,0
68.577,2.471,6.029,13.930,226.749,1732.059,0
63.537,2.652,6.186,13.556,796.999,1779.261,0
61.642,2.094,6.195,12.436,988.219,1748.884,0
62.539,2.524,6.280,13.081,1405.897,1880.785,0
63.696,2.647,6.383,14.980,294.630,1708.699,0
60.113,2.051,5.487,13.598,118.129,1661.107,0
67.322,2.069,5.760,15.280,948.650,1864.997,0
53.494,1.126,6.355,16.767,1371.626,1793.944,0
59.707,1.463,6.367,12.214,585.851,1891.066,0
59.758,2.186,5.873,17.618,1167.138,1672.497,0
58.617,1.858,5.665,12.236,1024.188,1710.586,0
51.659,1.824,6.002,12.195,732.616,1900.547,0
60.533,1.532,6.652,13.107,570.432,1751.929,0
60.703,1.444,5.886,10.252,964.098,1663.927,0
61.446,2.824,5.967,12.953,1282.446,1694.016,0
65.246,1.757,5.708,12.764,908.809,1866.168,0
60.838,2.612,6.147,12.792,1891.195,1801.497,0
63.168,2.537,5.086,14.062,1680.300,1754.709,0
63.087,1.729,6.483,15.273,1465.412,1739.306,0
62.362,2.490,6.697,12.931,1292.919,1626.093,0
55.692,1.606,5.259,12.864,1934.589,1684.549,0
56.522,2.425,5.554,12.875,164.781,1686.563,0
69.467,7.710,5.383,16.512,1803.383,1560.168,1
65.767,3.258,5.559,14.443,626.043,1723.762,0
61.535,2.056,6.774,14.394,1076.496,1711.708,0
89.825,4.924,7.055,22.782,1135.104,1679.371,1
57.229,1.087,6.330,11.946,1008.890,1620.503,0
61.662,1.789,6.128,16.310,1811.410,1812.797,0
56.351,1.267,6.829,12.569,496.341,1659.443,0
64.336,1.848,6.532,14.270,808.196,1704.600,0
73.215,2.206,5.890,14.344,1797.300,1741.068,0
60.844,1.990,5.320,13.680,1237.213,1791.949,0
59.935,2.020,5.906,10.353,1856.858,1821.513,0
65.097,2.215,6.141,11.529,1653.084,1760.482,0
59.484,2.393,6.620,15.287,658.766,1823.038,0
73.586,3.029,5.428,14.769,1919.425,1824.495,0
72.082,3.302,5.941,13.077,1181.933,1718.586,0
65.422,2.406,5.946,13.085,471.046,1829.488,0
54.872,2.074,5.602,15.247,1338.752,1767.936,0
59.797,3.724,5.887,12.887,89.118,1734.591,0
67.568,2.971,7.349,13.693,391.018,1799.114,0
71.480,2.914,5.897,14.389,1603.495,1794.028,0
60.202,2.096,5.143,14.842,466.032,1675.663,0
60.116,1.664,5.627,14.462,1066.793,1701.264,0
56.395,1.603,5.106,13.531,899.675,1808.632,0
60.783,2.242,5.920,13.216,1869.431,1762.445,0
65.469,3.099,6.130,15.186,52.732,1765.652,0
66.157,2.018,5.147,14.468,1020.588,1792.924,0
67.399,2.123,5.720,15.971,71.320,1790.529,0
66.805,2.264,5.593,13.364,1817.413,1677.417,0
66.063,2.135,5.420,15.093,513.043,1803.438,0
55.844,2.185,6.102,13.050,349.824,1752.244,0
69.835,2.853,6.137,14.017,1805.679,1721.753,0
65.599,2.694,6.149,16.195,951.641,1698.651,0
70.007,1.854,5.983,15.286,984.245,1788.749,0
78.979,3.177,5.138,15.241,2103.122,1677.365,1
56.144,1.842,5.786,13.534,1114.080,1640.964,0
53.114,2.449,6.696,11.834,659.075,1781.824,0
88.612,4.287,4.777,19.347,1463.239,1686.251,1
65.755,2.779,5.938,13.701,242.638,1731.360,0
50.505,1.894,6.445,14.633,1310.781,1861.131,0
58.980,1.756,6.080,13.949,912.278,1752.797,0
56.143,2.147,5.808,13.638,999.389,1807.844,0
59.797,2.498,5.793,14.742,800.057,1662.839,0
59.164,0.936,6.141,12.882,1174.870,1742.768,0
72.254,3.198,6.281,15.173,1482.415,1800.827,0
60.867,1.785,6.045,15.876,540.061,1712.902,0
63.860,2.866,5.775,15.236,1918.234,1807.836,0
61.799,2.891,5.873,15.363,1877.171,1852.235,0
52.730,2.266,5.435,12.038,333.612,1764.966,0
73.576,2.449,5.970,16.137,312.874,1714.806,0
66.882,2.128,5.289,15.277,1719.611,1690.148,0
62.829,2.441,5.967,14.603,1764.860,1655.789,0
60.638,2.751,6.046,13.042,240.808,1882.832,0
56.650,1.149,4.890,12.642,1323.291,1617.246,0
52.667,2.388,5.889,11.961,1642.779,1760.499,0
63.909,2.860,6.218,12.651,727.821,1627.993,0
65.863,2.228,5.011,14.428,1099.314,1726.644,0
61.531,1.682,5.660,14.431,287.489,1707.976,0
62.620,2.224,5.215,14.249,285.027,1720.199,0
59.257,1.967,5.848,14.308,876.694,1802.689,0
61.423,2.380,6.395,15.243,475.846,1797.859,0
54.343,3.265,5.326,11.779,1570.727,1810.405,0
64.285,2.677,6.027,13.086,1593.365,1708.069,0
64.476,2.331,5.438,15.450,214.532,1693.939,0
66.589,2.559,6.094,15.116,173.995,1635.338,0
49.429,3.374,6.319,13.815,1376.341,1852.634,0
67.547,1.744,6.175,14.363,799.374,1710.908,0
62.002,1.968,6.198,14.721,1546.062,1646.926,0
64.058,3.171,6.256,13.618,1879.187,1928.575,0
66.994,2.178,6.043,14.268,808.329,1730.725,0
64.243,3.128,6.817,14.478,616.713,1698.229,0
71.602,2.935,5.074,13.495,1955.291,1658.594,0
53.195,1.957,5.837,13.058,1042.840,1780.399,0
66.501,1.399,5.916,14.693,420.492,1787.737,0
55.861,2.252,5.699,15.138,278.150,1865.879,0
63.444,2.655,5.728,11.806,979.637,1665.290,0
55.784,1.600,5.884,11.912,562.580,1822.502,0
52.926,1.596,6.932,14.742,1944.373,1770.666,0
62.817,1.299,5.858,12.919,923.194,1788.104,0
64.438,1.458,5.879,14.476,1443.008,1661.635,0
59.412,1.917,5.757,14.145,1374.734,1811.385,0
61.569,2.545,6.337,13.150,1369.589,1636.653,0
65.238,2.240,6.358,14.121,930.919,1793.720,0
58.592,2.030,6.503,14.829,1927.006,1648.656,0
61.495,1.443,5.884,13.992,1362.204,1770.849,0
62.555,1.963,5.480,15.237,1342.484,1800.529,0
62.948,2.835,6.235,16.918,1802.805,1710.988,0
55.077,1.788,6.065,11.652,684.201,1702.848,0
64.506,2.152,5.824,15.997,965.226,1717.260,0
57.441,1.404,6.057,12.593,261.859,1821.624,0
60.005,2.313,5.674,13.550,897.313,1796.985,0
59.506,1.731,5.586,12.992,324.544,1791.879,0
67.139,2.458,5.802,12.551,651.540,1760.801,0
64.355,2.180,5.449,13.851,1706.890,1686.940,0
67.486,2.245,6.884,15.410,979.052,1714.887,0
52.264,1.977,5.781,13.255,1743.638,1871.051,0
58.009,2.118,5.933,10.433,1565.979,1796.595,0
62.774,2.673,4.762,12.742,434.678,1728.749,0
57.796,2.161,5.917,10.845,1088.705,1808.319,0
54.899,1.370,5.802,12.946,1394.964,1849.395,0
67.331,1.842,5.762,16.018,226.509,1837.910,0
70.415,1.800,6.284,13.346,1528.275,1765.578,0
60.921,2.551,5.825,15.169,194.409,1760.699,0
60.592,2.240,5.788,12.046,1255.896,1766.925,0
62.651,2.469,6.395,12.812,361.852,1769.921,0
58.823,2.692,6.212,12.244,1466.460,1678.569,0
60.002,1.946,6.349,13.975,1091.010,1786.823,0
73.181,2.921,5.975,16.911,115.479,1718.425,0
65.079,2.903,6.353,16.103,1022.361,1754.517,0
65.528,2.442,5.991,13.053,295.577,1729.455,0
54.369,2.605,5.623,16.444,944.944,1786.332,0
66.083,2.507,5.809,15.907,468.892,1755.492,0
62.768,1.364,5.910,14.240,1539.745,1759.012,0
64.194,2.100,5.145,10.676,335.817,1731.824,0
61.713,2.368,5.890,15.653,1237.565,1780.208,0
56.961,1.823,5.990,12.330,835.814,1719.672,0
72.642,4.783,5.975,15.947,2134.673,1667.573,1
60.465,2.021,6.151,14.043,1866.802,1660.891,0
68.747,2.369,6.026,12.587,1613.687,1788.297,0
57.338,2.327,5.724,12.542,1416.635,1711.191,0
68.962,2.254,5.369,13.107,46.060,1705.539,0
66.962,1.736,6.982,12.717,1077.807,1682.913,0
65.127,1.397,6.188,14.302,1140.301,1755.135,0
53.008,2.770,5.948,10.012,90.303,1826.615,0
55.812,2.523,5.894,15.839,1931.921,1705.451,0
54.844,0.867,5.952,11.052,1576.006,1636.774,0
66.509,2.182,6.451,15.890,732.299,1786.016,0
55.757,2.554,6.684,15.300,666.898,1720.455,0
65.172,1.799,6.617,13.716,126.730,1748.659,0
60.669,1.548,5.645,10.247,722.289,1594.343,0
54.689,1.895,6.277,13.905,223.999,1672.783,0
62.911,2.375,5.786,15.371,695.834,1820.899,0
70.557,3.135,6.344,15.489,926.724,1780.816,0
58.892,2.198,5.079,14.199,1519.782,1746.329,0
65.634,2.512,6.574,16.261,1016.053,1774.153,0
61.555,2.598,6.354,12.671,1529.713,1714.297,0
60.606,2.984,5.497,15.027,236.761,1818.635,0
63.855,2.069,5.226,13.885,684.064,1812.807,0
70.569,2.866,6.290,15.474,1895.639,1763.502,0
63.266,2.856,6.052,13.571,630.433,1774.419,0
62.835,2.019,6.198,13.178,503.102,1706.402,0
70.493,2.395,5.260,15.299,1305.644,1809.403,0
61.730,2.676,6.431,15.217,568.830,1815.973,0
61.564,2.742,6.642,14.969,1690.767,1783.268,0
57.180,1.771,5.446,16.826,913.007,1766.597,0
62.651,1.954,6.053,16.670,1941.710,1768.391,0
73.967,7.727,5.215,13.625,2065.337,1718.503,1
59.505,1.890,6.577,17.230,1994.405,1721.665,0
65.257,2.838,6.522,15.656,1200.607,1757.624,0
67.501,2.996,5.544,16.021,55.668,1679.723,0
74.236,3.428,6.607,14.279,400.686,1644.808,0
59.006,1.450,6.419,13.193,71.222,1796.761,0
69.003,2.468,6.234,16.558,195.111,1783.205,0
87.174,4.032,6.014,18.606,971.692,1688.538,1
58.665,2.300,6.395,11.014,679.302,1725.123,0
64.952,3.057,5.689,14.875,279.125,1746.508,0
64.397,1.447,5.288,14.315,1363.133,1814.707,0
54.479,1.824,6.828,11.445,1407.249,1702.182,0
65.094,2.308,5.765,13.146,385.213,1815.640,0
63.833,1.960,5.577,15.939,1295.879,1711.233,0
65.294,2.126,5.500,16.044,1460.484,1784.171,0
50.984,2.179,5.577,10.596,297.133,1787.575,0
60.953,2.362,6.673,13.533,568.495,1716.599,0
72.573,2.715,6.012,12.915,269.799,1645.040,0
54.947,1.474,6.435,12.820,629.037,1756.126,0
56.504,1.538,6.434,14.440,876.024,1637.044,0
59.158,2.494,5.975,15.315,64.562,1713.785,0
73.312,1.531,5.940,14.440,1141.881,1745.657,0
55.058,1.751,6.665,13.283,269.565,1757.023,0
46.820,1.556,6.191,15.717,301.999,1758.827,0
65.056,1.403,6.259,15.033,1988.255,1948.353,0
66.895,2.212,4.941,15.163,840.243,1739.552,0
59.068,1.501,5.732,15.559,392.505,1788.812,0
72.808,2.411,6.373,16.246,1334.072,1776.299,0
60.916,2.834,6.035,15.901,817.772,1595.507,0
65.661,2.324,6.952,13.830,334.071,1743.250,0
99.784,3.241,3.990,19.308,874.752,1855.483,1
67.905,2.174,5.801,13.784,1799.557,1670.424,0
57.929,3.065,6.386,13.988,1390.488,1702.294,0
70.162,1.775,5.532,16.061,608.349,1842.600,0
52.299,0.858,6.176,11.879,337.546,1756.798,0
